날짜,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
20191023,14957.28,14775.84,14518.08,14410.08,14411.52,14706.72,15209.28,15910.56,17441.28,19545.12,20215.44,20538.72,20403.36,21056.4,21374.64,21204,20945.52,20648.88,19864.8,18763.92,17728.56,16975.44,15971.04,15144.48
20191024,14841.36,14579.28,14496.48,14393.52,14443.2,14693.04,15109.2,15680.16,17400.96,19375.2,20251.44,20072.88,19870.56,20802.96,20982.96,21198.96,21227.04,20660.4,19717.2,18593.28,17581.68,16711.92,15749.28,15003.36
20191025,14618.16,14466.96,14329.44,14145.84,14045.76,14376.96,14809.68,15582.96,16803.36,18317.52,19247.76,19657.44,19792.8,20444.4,20668.32,20759.76,20394.72,19892.88,19146.96,17987.04,17148.24,16414.56,15393.6,14775.12
20191026,14281.92,13983.12,13807.44,13775.76,13718.88,13768.56,13940.64,14088.24,14257.44,14734.8,15015.6,14994.72,15140.88,15398.64,15896.88,15996.96,16261.2,16177.68,16034.4,15571.44,15406.56,14819.76,14538.96,14091.12
20191027,13742.64,13668.48,13555.44,13392.72,13371.84,13386.96,13376.16,13566.24,13499.28,13342.32,13522.32,13792.32,13888.8,14263.2,14680.8,15102.72,15336.72,15462.72,15608.16,15393.6,15055.2,14929.2,14563.44,14093.28
20191028,13801.68,13711.68,13511.52,13309.2,13275.36,13730.4,14434.56,15326.64,16804.8,18940.32,19820.88,20293.92,20237.76,20916,21280.32,21354.48,21071.52,20606.4,19775.52,18747.36,17857.44,16877.52,15986.88,15136.56
20191029,14703.84,14484.24,14225.04,14060.16,14168.16,14428.08,14828.4,15726.24,17139.6,19337.04,20275.2,21114.72,20813.76,21450.24,21528.72,21219.84,21160.8,20878.56,19518.48,18470.88,17661.6,16715.52,15638.4,14752.08
20191030,14379.84,14162.4,13887.36,13831.2,13865.04,14189.04,14791.68,15642,17033.04,19265.04,20180.16,20571.12,20252.88,21251.52,21504.96,21479.04,21307.68,20954.88,19783.44,18612,17646.48,16799.76,15882.48,14904.72
20191031,14486.4,14186.16,13999.68,13905.36,13898.88,14163.12,14705.28,15525.36,17085.6,19272.96,20270.16,20428.56,20724.48,21103.2,21237.84,21427.92,21363.84,20941.92,19754.64,18831.6,17793.36,16762.32,15896.16,15042.24
20191101,14718.24,14573.52,14268.96,14134.32,14068.8,14383.44,14883.12,15784.56,16961.76,18781.2,19496.16,19836,19447.2,19977.12,20247.12,20367.36,20195.28,19651.68,18601.2,17701.92,16524,15742.8,14903.28,14109.12
20191102,13713.84,13601.52,13378.32,13347.36,13288.32,13274.64,13328.64,13560.48,13947.84,14397.84,14778,14862.24,15246.72,15522.48,15516,15773.76,15919.92,15900.48,15632.64,15300.72,14873.04,14574.24,14130.72,13582.08
20191103,13188.24,12984.48,12843.36,12733.92,12658.32,12759.84,12929.76,12554.64,10676.16,10690.56,10733.76,10879.92,10959.84,11113.92,11401.92,11565.36,13006.8,14064.48,14373.36,14019.84,13835.52,13615.2,13634.64,13538.16
20191104,13205.52,12952.8,12691.44,12552.48,12570.48,12999.6,13718.16,14574.96,16054.56,18142.56,19321.2,19759.68,19627.92,20358.72,20665.44,20682,20823.12,20455.92,19129.68,18287.28,17380.08,16551.36,15464.16,14431.68
20191105,14052.96,13782.24,13574.88,13560.48,13493.52,13716.72,14289.84,15171.12,16880.4,19729.44,20844.72,21204,20526.48,21133.44,21124.8,21414.96,21433.68,21071.52,19956.96,18792.72,17829.36,16976.16,15959.52,14789.52
20191106,14397.12,14092.56,13872.24,13861.44,13772.16,14235.12,14990.4,15998.4,17621.28,19730.88,20796.48,21158.64,20861.28,21582,21799.44,21898.8,21649.68,21337.2,20145.6,19360.8,18226.08,17174.16,16220.88,15168.96
20191107,14508,14196.24,13952.88,13907.52,13973.76,14460.48,15349.68,16123.68,17652.24,20023.92,20992.32,21062.88,20965.68,21560.4,21715.2,21783.6,21438,21353.76,20240.64,19620.72,18307.44,17049.6,16003.44,15012
20191108,14631.12,14471.28,14280.48,14159.52,14090.4,14762.16,15865.92,16706.88,18833.04,21735.36,22736.16,22509.36,22019.76,22407.84,22906.08,22881.6,22311.36,21885.12,20577.6,19766.88,18388.08,17087.04,16004.88,15024.96
20191109,14618.16,14449.68,14295.6,14180.4,14225.76,14253.12,14784.48,15215.04,15395.04,16144.56,16467.12,16267.68,16107.84,16472.16,16555.68,16702.56,16988.4,17132.4,16988.4,16724.88,16412.4,15768,15380.64,14733.36
20191110,14279.04,13905.36,13812.48,13811.76,13700.88,13969.44,14326.56,14284.08,14481.36,14780.88,15072.48,15261.12,15210.72,15447.6,15522.48,15953.76,16207.92,16487.28,16413.12,16303.68,16035.12,15652.8,15292.08,14611.68
20191111,14341.68,14167.44,14050.08,13924.8,13887.36,14545.44,15650.64,16543.44,18555.12,22060.8,23796,23945.76,23233.68,23891.76,24170.4,23831.28,23579.28,23194.8,21566.88,20706.48,19460.16,18211.68,17112.96,15769.44
20191112,15130.8,14985.36,14626.8,14603.04,14638.32,15225.84,16313.04,17141.76,19369.44,22729.68,24292.8,23999.04,23723.28,24455.52,24570.72,24076.08,24167.52,23965.2,22156.56,21029.04,19684.8,18627.84,17370,16094.16
20191113,15513.84,15287.76,15050.88,15028.56,15015.6,15521.04,16691.04,17562.24,20424.24,24348.24,25735.68,26075.52,26291.52,27054.72,27236.16,26807.76,26232.48,25485.84,23096.16,21914.64,20570.4,19298.88,17818.56,16739.28
20191114,16254,15899.04,15796.8,15679.44,15902.64,16832.16,18043.2,19365.84,21693.6,25351.2,27581.76,27928.8,27167.76,28540.08,28623.6,27758.88,27795.6,26933.04,24414.48,23003.28,21463.2,20070,18688.32,17416.8
20191115,16546.32,16041.6,15633.36,15570.72,15658.56,16345.44,17471.52,18635.76,21688.56,25959.6,27201.6,27545.76,26917.92,28430.64,28208.88,27721.44,27207.36,25875.36,22807.44,20999.52,19906.56,18168.48,17092.8,16022.16
20191116,15498.72,15243.84,15133.68,15117.12,15153.12,15281.28,15780.96,16097.04,17080.56,18310.32,18874.8,18843.84,18598.32,18426.96,18370.8,18148.32,18537.84,18573.84,18331.2,17971.92,17471.52,16963.2,16411.68,15737.04
20191117,15329.52,15057.36,14855.04,14680.8,14716.08,14765.76,15205.68,15412.32,15337.44,16018.56,16405.2,16285.68,16822.8,17513.28,17951.76,18403.92,18691.2,18170.64,17915.04,17832.24,17381.52,16902.72,16349.76,15646.32
20191118,15274.08,15054.48,14743.44,14701.68,14672.16,15481.44,16650.72,18498.24,22039.92,26962.56,28159.2,28336.32,27033.12,28446.48,28686.96,27935.28,28455.12,27827.28,25143.84,23811.12,22357.44,20822.4,19102.32,17591.76
20191119,16848.72,16380.72,16264.8,16361.28,16501.68,17107.92,18367.92,20247.12,24407.28,28982.88,29808,30520.8,29059.92,30468.96,30432.24,30596.4,30666.24,29444.4,26213.04,24814.8,23558.4,21805.92,20028.96,18588.24
20191120,18084.24,17910,17689.68,17539.92,17585.28,18312.48,19742.4,21661.2,25759.44,30760.56,31111.2,31733.28,29416.32,30859.92,30795.12,29784.24,29895.84,29184.48,26627.76,25002.72,23416.56,21640.32,19753.92,18525.6
20191121,17773.2,17353.44,17145.36,17096.4,17003.52,17792.64,19311.84,21259.44,24986.16,29387.52,27831.6,30296.16,28859.76,29942.64,30234.24,29874.96,28860.48,27229.68,24860.16,23452.56,21967.92,20334.24,18897.84,17552.88
20191122,16904.16,16449.84,16346.88,16418.88,16787.52,18025.92,19761.12,21610.8,24133.68,27148.32,27219.6,26419.68,25012.08,25069.68,24963.12,24809.76,24543.36,23770.08,21838.32,20330.64,19180.8,17794.8,16730.64,15875.28
20191123,15618.24,15285.6,15165.36,15110.64,15003.36,15182.64,15851.52,16168.32,16906.32,17513.28,17794.08,17477.28,17457.12,17662.32,17650.08,17759.52,18000,18105.12,17754.48,17210.88,16747.92,16296.48,15747.84,15089.76
20191124,14749.92,14747.04,14622.48,14672.16,14616,14889.6,15413.76,15196.32,15230.88,15542.64,15333.12,15374.88,15752.88,16455.6,17149.68,17512.56,17846.64,18017.28,17775.36,17673.84,17605.44,17205.84,16606.08,16140.96
20191125,15863.76,15763.68,15755.04,15892.56,16013.52,16817.76,18192.96,20573.28,24686.64,29461.68,30315.6,31053.6,29359.44,30511.44,30411.36,29256.48,29060.64,27858.24,25408.8,23707.44,22586.4,21019.68,19458,17942.4
20191126,17165.52,16755.84,16456.32,16346.88,16405.2,17036.64,18105.12,20049.12,23681.52,27560.88,28298.88,28007.28,26619.12,26942.4,27093.6,27122.4,26957.52,26236.08,24006.96,22988.88,21677.76,20193.12,18707.76,17322.48
20191127,16756.56,16573.68,16459.2,16264.08,16308,17186.4,18454.32,20532.24,24258.24,28683.36,28901.52,29073.6,27735.12,29039.76,29211.12,29020.32,28710.72,27487.44,25435.44,23798.88,22723.92,21179.52,19705.68,18244.8
20191128,17609.76,17251.92,16892.64,16837.2,16878.96,17471.52,18735.84,20670.48,24444.72,28721.52,28867.68,28730.88,27521.28,28529.28,28488.24,27794.88,27684,26696.16,24484.32,23539.68,22410,20832.48,19311.12,18057.6
20191129,17676.72,17398.08,17110.08,16993.44,17043.12,18114.48,20028.96,22440.24,28078.56,29902.32,29704.32,29188.08,27731.52,28370.16,28632.24,27938.16,27912.96,26902.8,24906.24,23446.8,22190.4,20549.52,19167.84,17816.4
20191130,17348.4,17034.48,16676.64,16718.4,16619.76,16812.72,17473.68,17692.56,18859.68,19815.84,20142,20402.64,19933.92,20052.72,20774.16,20899.44,21270.24,20618.64,20194.56,19863.36,19216.8,18529.92,17542.8,16853.04
20191201,16261.2,16097.04,16050.24,15953.76,15778.8,15970.32,16378.56,16248.24,16395.84,17185.68,17596.8,17485.2,18043.92,18776.88,19650.24,20152.8,20194.56,19789.2,19391.04,19383.12,19213.92,18814.32,18133.2,17410.32
20191202,17138.88,17002.8,16660.8,16758.72,16886.16,17560.08,18954.72,21432.24,25686.72,31083.84,31591.44,31844.16,30617.28,32354.64,32703.84,31304.88,31702.32,30940.56,28154.88,26436.24,24924.96,23202,21754.08,20274.48
20191203,19209.6,19013.76,18760.32,18847.44,18654.48,19231.2,20581.2,22831.92,27252.72,31977.36,32875.2,34111.44,33037.2,34184.16,33683.76,32711.76,32390.64,31227.12,28276.56,26060.4,24002.64,22490.64,20830.32,19446.48
20191204,18354.24,18032.4,17725.68,18395.28,18555.12,19376.64,20527.92,22987.44,27170.64,32019.84,31575.6,32074.56,30229.92,31239.36,31440.96,30949.2,30558.96,29350.8,26798.4,25285.68,24123.6,22441.68,20833.92,19605.6
20191205,18891.36,18714.24,18386.64,18357.84,18383.04,19062.72,20696.4,23143.68,27353.52,33001.2,33538.32,33989.04,32992.56,34691.76,34160.4,33421.68,33936.48,32952.96,30000.24,28389.6,26640,25200.72,23334.48,21797.28
20191206,20737.44,20406.24,19877.04,20434.32,20506.32,21211.92,23009.04,25652.88,29999.52,35169.12,35822.16,36100.8,34275.6,35485.92,35061.84,33962.4,33926.4,32384.88,29337.12,27300.96,25696.8,24150.24,22213.44,20833.92
20191207,20205.36,19867.68,19430.64,19440,19509.12,19312.56,19679.04,20215.44,21427.2,23029.2,23693.04,24838.56,25441.2,25509.6,25083.36,24555.6,24547.68,24425.28,23845.68,22752,22191.84,21412.8,20549.52,19785.6
20191208,19298.16,19188,18944.64,19135.44,19106.64,19072.08,19503.36,19720.8,19892.88,20167.92,19998.72,20354.4,20527.2,21291.12,21709.44,21888,22737.6,22880.88,22711.68,22398.48,22063.68,21541.68,20666.88,19686.96
20191209,19254.24,19059.12,18977.04,18956.16,18853.92,19828.08,21340.08,23847.12,28344.96,33841.44,34570.08,35244,34128.72,34796.88,33836.4,32441.76,32199.84,30351.6,27192.24,25170.48,23576.4,21932.64,20243.52,18586.8
20191210,17902.8,17663.04,17210.16,17057.52,17422.56,17961.84,19090.8,21226.32,25148.16,29404.08,30519.36,31002.48,29332.8,30677.04,30633.12,29881.44,29386.8,27851.76,25214.4,23429.52,21836.16,20430,18976.32,17836.56
20191211,17246.16,17138.88,16783.92,16459.92,16416.72,17139.6,18399.6,20201.76,23969.52,27767.52,28587.6,29160.72,28442.16,29953.44,29526.48,28644.48,28934.64,28285.92,25858.8,24262.56,22656.96,21389.76,20009.52,18901.44
20191212,18501.12,18308.88,18079.2,18041.04,18030.24,18699.12,20001.6,22978.8,26639.28,31178.16,31649.76,32038.56,30675.6,31660.56,31366.08,31288.32,31808.88,29890.8,27946.8,25398.72,23727.6,22319.28,20762.64,19460.16
20191213,18986.4,18752.4,18326.88,18192.24,18374.4,18961.92,20407.68,22921.2,26611.92,30710.16,31014.72,30881.52,29978.64,31196.88,30986.64,30340.8,29864.88,28329.12,25326.72,23427.36,21748.32,20348.64,18977.76,17977.68
20191214,17240.4,16934.4,16663.68,16692.48,16823.52,17131.68,17832.96,18210.96,19140.48,20574.72,20664.72,21002.4,21101.04,21340.8,21358.08,21322.8,21857.04,21541.68,21158.64,20559.6,19964.16,19220.4,18539.28,17718.48
20191215,17514.72,17497.44,17249.76,17213.04,17096.4,17093.52,17375.76,17702.64,17960.4,18377.28,18091.44,18189.36,18200.88,18910.8,19435.68,19753.2,20278.08,20216.16,20057.76,19915.92,19601.28,18965.52,18372.96,17529.12
20191216,17184.24,17058.96,16881.12,17061.84,17047.44,17661.6,19046.88,21689.28,25585.2,29801.52,29887.2,29854.08,28278.72,28918.08,29087.28,28116,28290.24,27020.16,24508.08,22627.44,21415.68,19967.04,18509.04,17274.24
20191217,16721.28,16359.12,16366.32,16273.44,16392.96,16894.8,18257.04,20270.88,23252.4,27103.68,27801.36,28504.8,27568.8,28952.64,29096.64,28182.24,27985.68,26690.4,24033.6,22360.32,21246.48,20073.6,18622.8,17529.12
20191218,17040.24,16845.84,16867.44,16982.64,17110.08,17848.08,19237.68,21558.24,25346.88,29788.56,30283.92,30021.12,28950.48,30111.84,29607.84,28936.8,29091.6,28188,25667.28,24017.76,22435.92,21355.92,20139.84,18976.32
20191219,18413.28,18157.68,18030.96,17885.52,18084.96,18733.68,20306.88,22651.92,26255.52,30545.28,30964.32,31152.24,29979.36,31142.16,30756.24,29658.24,29824.56,28819.44,26210.88,24474.24,23217.12,22028.4,20394,18879.12
20191220,18026.64,17886.24,17796.96,17728.56,17740.08,18542.16,20058.48,22520.88,26143.92,30645.36,31170.96,31356,29936.16,31268.88,30839.04,30070.08,30136.32,28839.6,25856.64,23593.68,22282.56,21111.84,19758.24,18464.4
20191221,18100.8,17894.88,17863.2,17750.16,17771.04,17724.24,18317.52,18884.88,19707.12,20878.56,21204.72,21276.72,21727.44,22507.92,22566.24,22410.72,22630.32,21881.52,21103.2,20317.68,19856.16,19219.68,18303.84,17663.76
20191222,17040.24,16859.52,16959.6,16805.52,16788.24,16920.72,17233.92,17455.68,17634.24,18303.84,18443.52,18163.44,18213.84,18791.28,19242,19265.76,19997.28,19759.68,19535.76,19321.92,18970.56,18292.32,17646.48,16977.6
20191223,16498.08,16399.44,16276.32,16218.72,16243.92,17102.16,18727.2,21021.12,24752.88,29819.52,31451.76,31875.12,31374,32367.6,32244.48,30975.12,30795.84,28558.8,25546.32,23533.2,22160.16,20868.48,19399.68,18192.24
20191224,17781.12,17663.04,17653.68,17681.04,17510.4,18252.72,19502.64,21625.2,25069.68,29779.92,30307.68,30158.64,28645.92,29743.92,28682.64,27736.56,27920.88,26791.2,23876.64,21769.92,20373.12,19258.56,18191.52,17287.2
20191225,17082,16850.88,16896.24,16786.8,16773.84,16920,17447.76,17777.52,17937.36,18411.84,18400.32,18228.96,17907.12,18002.16,18362.16,18496.08,18966.24,18747.36,18802.8,18510.48,18049.68,18020.16,17445.6,16796.16
20191226,16284.96,16193.52,16157.52,16055.28,16012.8,16961.76,18211.68,20092.32,23750.64,28987.2,30690.72,31374,30673.44,32238,31919.04,30692.88,30717.36,28686.24,25706.16,23832,22245.84,21306.24,19998,18920.88
20191227,18308.88,18154.08,18011.52,17964.72,18059.76,18697.68,20319.84,22389.84,26238.96,30974.4,31739.04,31710.24,30232.08,31154.4,31115.52,30081.6,30441.6,28846.08,25890.48,23675.04,22106.16,20794.32,19504.8,18482.4
20191228,17883.36,17848.8,17704.8,17490.96,17529.84,17651.52,18193.68,18679.68,19488.96,20679.12,20569.68,20656.8,20209.68,20473.92,20928.96,21006.72,21172.32,20402.64,19875.6,19400.4,18862.56,18417.6,17544.24,17163.36
20191229,16961.04,16698.24,16593.12,16578,16536.96,16683.84,17118.72,17331.84,17045.28,17479.44,17911.44,18077.04,18429.84,19029.6,19447.92,19421.28,19836,19629.36,19361.52,18987.84,18686.88,18198,17547.12,16987.68
20191230,16503.12,16453.44,16396.56,16276.32,16220.88,17048.88,18393.84,20368.08,24074.64,28415.52,29506.32,29972.16,29482.56,31130.64,31258.08,30545.28,30342.24,28355.04,25748.64,23868,22555.44,21835.44,20603.52,19501.92
20191231,18961.2,18851.76,18977.04,18986.4,19064.16,19865.52,21343.68,23709.6,27657.36,32207.76,33155.28,33505.2,32117.04,33363.36,32632.56,30798,30332.16,28314,25920.72,24137.28,22587.84,21373.92,19602.72,18466.56
20230101,17025.12,17125.2,17206.56,16910.64,16865.28,17266.32,18136.8,19156.32,20265.84,22204.08,21540.24,21377.52,21873.6,22631.76,22382.64,22480.56,22766.4,21492,20223.36,19555.2,19801.44,19023.84,17648.64,17698.32
20230102,18799.92,18583.2,18506.16,18421.92,18577.44,18976.32,20097.36,21966.48,24119.28,26766.72,25810.56,25786.8,26183.52,27272.88,27308.88,27030.96,26690.4,24241.68,21726.72,20708.64,20896.56,20158.56,18480.24,18703.44
20230103,19174.32,19179.36,19005.84,18884.88,18938.88,19252.08,20424.96,22272.48,23820.48,26101.44,25577.28,25140.96,25606.08,26541.36,26660.88,26517.6,25053.84,23618.88,21818.88,21278.88,21181.68,19710.72,18187.2,18663.84
20230104,19071.36,18986.4,18911.52,18727.92,18686.88,19120.32,20473.2,22597.2,23965.92,25557.84,24822,24191.28,25014.96,25547.76,25493.76,25312.32,24027.84,22600.08,20994.48,20416.32,20312.64,19104.48,17850.24,18267.84
20230105,18709.2,18570.96,18498.96,18534.24,18518.4,18680.4,19584,21030.48,21766.32,22482,21969.36,22198.32,23672.88,24040.08,24283.44,24169.68,22970.16,21913.92,20204.64,19779.84,19942.56,19010.88,17544.96,18203.76
20230106,17817.84,17786.88,17748.72,17636.4,17710.56,17855.28,18530.64,20164.32,20706.48,21149.28,21149.28,21126.24,21525.12,22287.6,22902.48,22772.88,21393.36,21090.96,19787.76,20162.16,19525.68,18480.96,18051.12,18063.36
20230107,16909.2,16871.04,16757.28,16704.72,16754.4,16942.32,17690.4,18678.96,19884.96,21483.36,22001.04,21767.76,21408.48,22183.92,22181.76,22212.72,22034.16,21651.12,20478.96,20387.52,19672.56,18715.68,18254.16,17784
20230108,18202.32,18186.48,18149.04,17894.88,17915.76,17971.2,18871.92,19591.2,20859.84,23106.96,22960.08,23081.76,23449.68,24019.92,24218.64,24598.08,24367.68,23074.56,21157.92,20689.2,20864.88,19521.36,18037.44,17850.24
20230109,18977.04,18874.8,18794.16,18815.76,18975.6,19478.16,20428.56,21958.56,24640.56,27622.08,28007.28,28727.28,29249.28,30358.8,30363.84,30160.08,28761.84,27267.84,23963.76,23726.88,23549.04,21656.16,20037.6,20561.76
20230110,20820.96,20764.8,20736.72,20605.68,20712.96,21165.84,22658.4,24194.88,27023.76,30228.48,30836.88,30898.08,31103.28,32104.8,32085.36,31638.24,30134.88,28226.16,25055.28,24904.8,24671.52,22739.04,21148.56,21409.2
20230111,21733.92,21632.4,21597.12,21440.88,21412.08,21934.8,23686.56,25534.08,27897.12,30575.52,30946.32,30942.72,31065.12,31916.88,32130,31512.24,29926.8,27763.92,25086.24,24819.12,24392.88,22316.4,20541.6,21017.52
20230112,21445.92,21291.84,21315.6,21139.92,21055.68,21198.96,22255.92,22669.92,24546.24,26571.6,26586,26406,26765.28,27601.2,27523.44,27286.56,25841.52,23957.28,22105.44,22045.68,22160.16,20790,19614.24,20056.32
20230113,19621.44,19607.04,19594.8,19254.96,19228.32,19280.88,19787.04,20275.2,21330.72,21768.48,22299.12,22556.16,23286.24,24006.24,24236.64,24210,22711.68,22101.12,21132,21515.76,20922.48,19985.76,19581.84,20017.44
20230114,18755.28,18632.16,18573.12,18340.56,18455.04,18846,20072.16,21602.88,23440.32,25925.04,26890.56,27121.68,26272.08,27358.56,27459.36,27457.2,27305.28,26683.92,24243.84,23845.68,23272.56,21893.04,21122.64,20188.08
20230115,20341.44,20282.4,20291.04,20176.56,20324.88,20696.4,22016.16,23765.04,25713.36,29476.08,29944.8,30147.12,29229.12,30476.88,30553.92,30252.96,29969.28,28397.52,25514.64,24848.64,25004.88,23150.88,21427.2,21077.28
20230116,22014.72,21827.52,21676.32,21649.68,21594.96,22018.32,23598.72,25554.24,28094.4,31671.36,32049.36,32560.56,32041.44,33471.36,33654.24,33126.48,31332.96,29291.04,25866,25004.16,24873.12,23296.32,21484.08,21247.92
20230117,21367.44,21433.68,21281.76,21229.92,21134.88,21720.24,23406.48,25659.36,27396,30368.88,30712.32,31053.6,31112.64,32199.84,32026.32,31835.52,30177.36,28185.84,25385.04,24060.24,23998.32,22098.24,20445.84,20925.36
20230118,21030.48,20992.32,20924.64,20826,20894.4,21268.8,22890.96,25337.52,27586.8,30476.88,30588.48,30433.68,30345.12,30670.56,30600.72,30137.76,28624.32,27128.88,24386.4,23839.92,23685.84,21929.76,20672.64,20909.52
20230119,21242.88,21003.12,20803.68,20737.44,20664,20869.2,21816.72,23249.52,24114.96,25859.52,25860.96,25768.08,26730.72,27681.12,27648,27582.48,25903.44,24038.64,22361.76,21753.36,22082.4,20832.48,19574.64,20272.32
20230120,19715.04,19542.24,19646.64,19403.28,19350,19524.24,20225.52,21039.12,22163.76,22994.64,23446.8,23652.72,24095.52,24465.6,24419.52,24670.8,23282.64,23343.84,22125.6,22187.52,21602.16,20787.12,20604.96,20428.56
20230121,19414.8,19262.16,19110.24,18996.48,19154.16,19614.24,20663.28,22198.32,23551.2,25056,25034.4,25059.6,24344.64,24706.08,25084.08,25454.16,25347.6,24937.2,23386.32,22844.16,22406.4,20905.2,20260.08,19615.68
20230122,20136.24,20122.56,19992.24,19941.12,19917.36,20185.2,21523.68,23251.68,24672.24,27479.52,27569.52,27763.2,27688.32,28389.6,28698.48,28438.56,28208.88,26397.36,23888.88,22985.28,23249.52,21646.08,20401.92,20184.48
20230123,20670.48,20592,20623.68,20404.08,20624.4,20931.84,22445.28,24317.28,26066.16,28864.08,29014.56,28818.72,28627.92,29417.76,30029.76,30379.68,29938.32,28086.48,25391.52,24446.16,24879.6,23254.56,21748.32,21990.24
20230124,22422.96,22968,23047.92,22495.68,23657.76,23798.16,24307.92,27159.12,28675.44,32529.6,31626,31793.76,31672.8,32827.68,33086.88,32969.52,32063.04,30476.16,27702,26827.2,27126,24927.12,23574.24,24340.32
20230125,24673.68,25569.36,25731.36,24744.96,25732.8,26320.32,25915.68,30674.88,31882.32,36102.96,35502.48,36018,36185.04,37270.8,36974.16,36300.96,33596.64,31611.6,27567.36,25076.88,23119.2,21331.44,19689.84,21826.8
20230126,20926.08,21832.56,21636,20640.24,22245.84,22132.8,21223.44,24107.76,24512.4,27100.8,26517.6,26904.24,27608.4,28140.48,28450.08,28370.16,26148.24,25152.48,23194.8,22069.44,21988.08,20713.68,19390.32,22055.76
20230127,19581.12,20203.2,20403.36,19763.28,20643.12,20478.24,19766.16,21763.44,19737.36,20774.16,21350.16,21273.84,21641.04,22114.8,22116.24,22245.12,21081.6,22312.8,22379.76,21801.6,21386.88,20352.24,19853.28,21937.68
20230128,21846.24,23138.64,24302.16,22804.56,25439.76,25217.28,23253.12,27877.68,28298.88,30475.44,29816.64,29813.76,28679.04,29045.52,29746.08,29994.48,29705.04,29369.52,27360.72,26514.72,25764.48,24380.64,23886.72,24256.08
20230129,23806.8,23821.2,24096.24,23502.24,23706,24374.88,25249.68,27802.08,29913.84,32236.56,32114.16,31844.88,31695.12,32099.04,33108.48,32750.64,32040.72,30453.84,27622.08,26138.16,26096.4,24460.56,22876.56,22837.68
20230130,23703.84,23569.92,23512.32,23412.24,23544,23902.56,25973.28,28967.04,30975.84,34061.76,35312.4,34922.16,35087.04,35938.8,35912.88,34939.44,32477.04,31054.32,27678.96,26395.92,26112.24,24277.68,22952.16,22870.08
20230131,23214.24,22976.64,22808.16,22590,22957.92,23356.8,25032.96,27528.48,29850.48,32827.68,33924.24,34052.4,34439.76,35724.24,35416.08,34678.8,32027.04,30369.6,26865.36,26040.96,25776,23881.68,22285.44,24464.88
20230201,23880.96,24253.2,24228.72,23641.2,24894.72,25025.04,25387.2,28884.96,30766.32,33827.04,33739.92,34251.84,34221.6,35912.16,36183.6,35446.32,33112.8,31249.44,27379.44,27223.92,26921.52,25115.76,23506.56,26727.12
20230202,25333.2,25939.44,26307.36,25263.36,26773.92,26460,25122.24,28161.36,28375.92,31312.8,30255.84,30439.44,31466.88,32176.08,31866.48,31519.44,29313.36,27688.32,25304.4,24687.36,24242.4,23220,22053.6,25858.08
20230203,23767.92,24569.28,24840.72,23505.12,25114.32,24995.52,23278.32,26328.96,25322.4,26178.48,24596.64,24616.08,25215.12,25756.56,25702.56,25457.04,24495.12,24387.12,23109.12,23462.64,22843.44,22165.92,21916.8,24994.8
20230204,22595.04,23232.96,23538.24,22521.6,24127.92,23646.24,22424.4,26150.4,26465.04,28255.68,27500.4,27426.24,26423.28,27246.96,27406.8,27149.76,26750.88,26770.32,25122.96,24426.72,23702.4,22645.44,22086.72,22520.16
20230205,22420.08,22440.24,22713.12,22191.84,22791.6,22959.36,24042.24,26683.2,28203.12,30954.96,30697.92,30470.4,29903.04,31271.76,31088.88,30818.16,29741.04,28688.4,25632,24715.44,24747.84,23587.2,22037.76,22098.24
20230206,23045.04,23052.96,22844.88,22691.52,22674.24,23148,24984.72,27563.04,29936.88,32634,33071.76,32987.52,32896.8,34176.24,34104.96,33637.68,31188.96,29711.52,26666.64,25750.08,25345.44,23772.24,22220.64,22728.24
20230207,22930.56,22842.72,22679.28,22331.52,22502.88,23189.04,24798.24,26874,29517.84,32070.96,32582.16,32492.16,32567.76,33980.4,33611.04,33067.44,30777.84,29144.88,26089.2,25785.36,25405.2,23556.24,21997.44,22128.48
20230208,22314.24,22237.2,22235.04,22084.56,22446.72,22908.24,24553.44,26771.76,29298.96,31704.48,31785.12,31495.68,31314.96,33039.36,32324.4,31693.68,29435.76,27923.76,24925.68,24829.2,24503.76,23159.52,21771.36,22053.6
20230209,22375.44,22234.32,22241.52,22000.32,21920.4,22165.92,23078.88,24261.12,25428.96,26870.4,27057.6,26704.8,27685.44,27987.84,27857.52,27262.8,25434,23612.4,22141.44,21798.72,22214.88,21164.4,20097.36,20644.56
20230210,20364.48,20288.88,20228.4,20080.8,20122.56,20214.72,20368.08,21158.64,21920.4,22037.76,22306.32,22269.6,23040,23596.56,23723.28,24017.76,22471.92,22278.96,21750.48,21792.96,21331.44,20750.4,20345.04,20355.12
20230211,19358.64,19411.2,19402.56,19278.72,19498.32,19885.68,20979.36,23295.6,24808.32,26312.4,26442.72,26378.64,25212.96,26060.4,26417.52,26458.56,25937.28,26002.8,24407.28,23639.76,23062.32,21807.36,21102.48,20376
20230212,20819.52,20924.64,20988.72,20794.32,20865.6,21332.88,22772.16,25245.36,27488.88,30294.72,30141.36,30031.92,29607.84,30813.12,30834.72,30508.56,29524.32,28389.6,25859.52,24899.04,24728.4,23273.28,21660.48,22188.96
