날짜,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
20190126,18966.96,18806.4,23926.32,22601.52,22858.56,23189.76,19735.2,18529.92,19606.32,20998.8,21453.84,21674.16,21323.52,21796.56,21903.12,21827.52,22100.4,21950.64,21363.84,20873.52,20204.64,19732.32,18953.28,18476.64
20190127,18229.68,18105.12,18025.2,17896.32,17970.48,18093.6,18496.08,18723.6,19235.52,19376.64,18997.2,19044.72,19017.36,19850.4,20447.28,20962.8,21303.36,21311.28,20782.8,20622.96,20310.48,19586.88,18383.04,17719.92
20190128,17413.92,17191.44,17092.8,17082.72,17105.76,14778,14662.8,22017.6,26561.52,31618.08,32807.52,32678.64,30911.04,32248.8,32014.08,31860.72,31150.08,30641.76,27138.24,25713.36,24341.04,22853.52,20985.12,19694.16
20190129,19161.36,19100.88,19050.48,18900.72,18960.48,11100.96,19537.92,23904,28146.96,31970.88,32844.96,32384.16,29957.04,31060.08,30464.64,30193.92,29589.12,29471.76,26575.92,25570.08,24185.52,22545.36,20291.04,19147.68
20190130,18402.48,18151.92,18180.72,18140.4,18220.32,19079.28,20722.32,22795.92,26601.12,31021.92,31892.4,31580.64,28922.4,30219.84,29761.92,29928.96,29481.12,28738.8,25205.04,23931.36,22847.76,21494.16,19558.8,18387.36
20190131,17779.68,17659.44,17648.64,17754.48,17704.08,18599.76,20108.16,22307.76,26001.36,30656.16,32652,32928.48,31039.92,32292.72,31869.36,31279.68,30908.16,30292.56,26933.76,25817.04,24490.8,23166,21100.32,19847.52
20190201,19250.64,19017.36,18876.96,18882,18823.68,19662.48,21582,23569.2,27514.08,31371.12,32256,31559.76,29576.16,31050.72,31197.6,30993.84,29787.12,28265.04,24470.64,23045.04,21828.24,20517.12,18992.16,18012.96
20190202,17727.84,17589.6,17520.48,17434.08,17382.24,17547.12,17839.44,17734.32,18228.96,19190.16,19635.84,19812.24,19401.12,19880.64,19970.64,19941.12,19866.24,19876.32,19218.96,18980.64,18415.44,17705.52,16877.52,16351.92
20190203,16207.2,16118.64,16222.32,16202.88,16220.88,16394.4,16746.48,16453.44,16853.76,17339.04,17237.52,17718.48,17748,18185.04,18360.72,18534.96,18777.6,18740.88,18361.44,18294.48,17833.68,17708.4,17181.36,16722.72
20190204,16639.92,16570.08,16701.84,16871.76,16890.48,16889.04,17313.12,17150.4,17599.68,17557.92,17502.48,17652.24,17423.28,17688.96,17868.96,18300.24,18837.36,19042.56,18874.08,18787.68,18374.4,18208.08,17864.64,17313.84
20190205,17100.72,17076.24,16996.32,17223.12,17254.8,17290.8,17535.6,17296.56,17188.56,16945.2,16346.16,15998.4,15801.12,16092.72,16254.72,16521.84,16843.68,17437.68,17514.72,17554.32,17351.28,17344.8,16848,16481.52
20190206,16175.52,16125.84,16197.12,16284.96,16189.2,16392.96,16760.16,16789.68,17080.56,17264.16,17316,17526.96,17475.84,18062.64,18632.88,18987.84,19127.52,19042.56,18726.48,18634.32,18223.2,17798.4,16904.88,16498.08
20190207,16167.6,16052.4,16094.16,16127.28,16544.88,17540.64,19635.84,21990.96,26161.2,31209.12,32912.64,32828.4,31144.32,32025.6,32127.84,32207.04,31779.36,31271.76,28131.84,26370,25205.04,23806.8,21488.4,20201.76
20190208,19614.96,19401.12,19188.72,19109.52,19102.32,19916.64,21374.64,24114.24,28015.92,33709.68,35817.84,35568,33482.88,34495.2,34794.72,33938.64,33701.04,32438.16,28350.72,26781.12,25153.92,23490.72,21469.68,20028.96
20190209,19337.04,19100.88,19591.92,19734.48,19512.72,19758.96,19901.52,20431.44,21353.04,22404.24,23114.16,23593.68,23227.2,23741.28,24140.16,24408.72,24608.88,24274.08,22967.28,22628.16,22132.08,21506.4,20581.2,19674.72
20190210,19289.52,19108.08,19645.2,19921.68,19800,19962.72,19804.32,19958.4,20251.44,20349.36,20350.08,20794.32,21188.88,22068.72,22818.24,23328.72,23400,23438.16,22781.52,22258.8,21823.92,21362.4,20337.12,19730.88
20190211,19157.04,18920.88,19597.68,19558.8,19517.04,20401.92,21848.4,24892.56,29198.16,34338.24,36552.24,36674.64,34449.12,35944.56,35735.76,35636.4,35168.4,34058.16,29709.36,28465.92,26635.68,24735.6,22232.16,20917.44
20190212,20267.28,19914.48,20159.28,19809.36,19602,20535.12,22004.64,24290.64,28694.16,33786,35683.92,35310.96,33302.88,34760.16,34425.36,33805.44,32984.64,31941.36,28148.4,26922.96,25004.88,23331.6,21216.96,19987.2
20190213,19260.72,19105.92,18987.12,19151.28,19461.6,20021.04,21845.52,24205.68,28416.96,33161.04,34670.88,34683.84,32217.12,33496.56,33258.96,32557.68,32205.6,31253.76,27802.08,26596.8,25044.48,23497.2,21388.32,20031.12
20190214,19301.04,19043.28,19050.48,19072.8,19163.52,19886.4,21574.08,24029.28,28036.08,32092.56,32647.68,32278.32,29808.72,31286.16,30702.96,30233.52,30063.6,29844,26501.04,25282.08,24091.92,22692.96,20673.36,19350
20190215,18203.04,17902.8,17724.96,18359.28,18218.88,19134.72,21042,23061.6,26754.48,31415.76,32623.2,32821.92,31232.88,32669.28,32490,32276.88,31508.64,30399.12,26568,24948,23542.56,22089.6,20263.68,19264.32
20190216,18232.56,18201.6,18258.48,18667.44,18643.68,18871.2,19304.64,19758.96,20751.12,22427.28,22391.28,22434.48,21942.72,22678.56,22866.48,22647.6,22651.2,22841.28,21816.72,21550.32,21204.72,20620.8,19906.56,19229.04
20190217,18355.68,18336.24,18232.56,18827.28,18670.32,18774,19338.48,19393.92,19607.04,19714.32,19149.12,19296,18991.44,19734.48,20381.04,20617.92,20901.6,21823.2,21455.28,21558.96,21276.72,20684.88,19795.68,19132.56
20190218,18363.6,18226.8,18205.92,18780.48,18715.68,19676.16,21433.68,23776.56,28224.72,33019.2,33901.92,33634.08,31064.4,32856.48,32682.24,32590.08,31865.04,31095.36,26943.84,25504.56,24282,22419.36,20133.36,18932.4
20190219,17770.32,17524.8,17422.56,18138.96,18302.4,19157.76,20691.36,22541.76,27015.84,31533.84,33197.04,33604.56,31937.04,33759.36,33197.76,32991.84,31831.2,30340.8,26426.16,25035.12,23877.36,22206.96,20164.32,18941.76
20190220,18243.36,18097.2,17863.2,17795.52,17843.76,18891.36,20265.12,22479.12,26630.64,31249.44,32315.76,32468.4,30194.64,31824.72,31782.24,31476.24,30573.36,29112.48,25832.88,24578.64,22953.6,21654.72,19452.96,18242.64
20190221,17869.68,17640,17587.44,17676.72,17701.2,18637.2,20236.32,22253.04,26406.72,30212.64,31035.6,30601.44,28066.32,29123.28,28863.36,28699.92,28065.6,27006.48,24466.32,23520.96,22240.08,20869.2,19128.24,17920.8
20190222,17433.36,17140.32,17267.04,17011.44,17134.56,17966.16,19401.84,20977.2,24988.32,29032.56,29655.36,29392.56,26933.04,27637.2,27209.52,26965.44,26449.92,25367.76,22789.44,21955.68,20982.24,19622.88,17679.6,16698.24
20190223,16209.36,16236,16212.96,16166.16,16069.68,16392.24,17144.64,16948.08,17894.16,18819.36,18972,18681.12,18470.88,18437.76,18745.92,18747.36,19063.44,18723.6,18547.2,18311.04,17992.8,17442,16517.52,16118.64
20190224,15790.32,15613.92,15505.2,15542.64,15500.88,15717.6,16094.16,15948,16377.12,16433.28,16475.04,16412.4,16415.28,16849.44,17258.4,17516.16,17773.92,18069.84,18127.44,18216.72,18065.52,17570.16,16667.28,16199.28
20190225,16017.84,15867.36,15790.32,15785.28,15945.12,16665.12,18307.44,20331.36,22796.64,29472.48,30077.28,29524.32,27133.92,28031.04,27887.76,27669.6,27087.84,26388,23578.56,22528.8,21450.24,20150.64,18491.76,17496
20190226,16962.48,16707.6,16755.84,16767.36,16752.96,17565.12,19013.76,21039.12,25038,28609.92,28843.92,28194.48,26360.64,27146.88,26889.12,26801.28,26099.28,25431.12,22622.4,21684.24,20928.96,19543.68,17560.8,16583.76
20190227,16080.48,15872.4,15794.64,15680.16,15775.92,16595.28,17982,19481.76,22807.44,26046,26417.52,26016.48,24161.76,24850.8,24925.68,24845.76,24675.12,24299.28,22198.32,21312.72,20064.24,19010.16,17489.52,16375.68
20190228,15842.16,15757.92,15688.8,15815.52,16042.32,16915.68,18206.64,19515.6,22794.48,25979.04,26427.6,25906.32,24018.48,24778.08,24647.76,24033.6,24004.8,23369.76,21377.52,20388.96,19590.48,18450,16961.04,15887.52
20190301,15503.76,15344.64,15233.76,15176.88,15175.44,15492.24,16012.08,15846.48,16407.36,16675.92,16943.76,16916.4,16842.96,17195.76,17309.52,17573.04,17950.32,17736.48,17488.8,17552.16,17323.2,17007.12,16051.68,15431.04
20190302,15186.24,15223.68,15048.72,15058.08,15034.32,15310.8,15897.6,15920.64,16648.56,17324.64,17440.56,17406,17247.6,17552.16,17839.44,17868.96,18008.64,17763.84,17538.48,17377.2,16992.72,16655.04,15757.2,15041.52
20190303,14829.12,14677.92,14513.04,14589.36,14624.64,14821.92,15368.4,15220.08,15528.96,15514.56,15408.72,15547.68,15574.32,16259.04,16143.84,16652.88,17066.16,17104.32,17087.76,17117.28,16713.36,16281.36,15495.12,14927.76
20190304,14680.08,14541.12,14427.36,14427.36,14477.76,15515.28,17100,19406.16,23616.72,27215.28,27581.04,27169.2,25061.76,25716.24,25409.52,25164.72,24830.64,24401.52,21980.88,21160.8,20155.68,18720,16802.64,15747.12
20190305,15386.4,12546,14882.4,14757.84,13399.2,15544.08,16831.44,18409.68,22338,26138.88,27149.76,27033.12,24780.24,25261.2,25070.4,25147.44,25038.72,24379.2,22314.24,21447.36,20118.96,18509.76,16710.48,15622.56
20190306,15067.44,14796,14654.16,14623.2,14742.72,15498.72,16716.96,18295.2,22123.44,25490.16,26457.12,26174.16,24657.84,26050.32,25958.16,25144.56,24403.68,23920.56,22081.68,21070.8,19856.88,18261.36,16560.72,15536.88
20190307,15133.68,14960.88,14801.76,14784.48,14742,15542.64,17117.28,18681.12,22178.16,25560.72,25794.72,25672.32,23834.88,24459.12,24215.76,24058.08,23854.32,23504.4,21665.52,20915.28,19967.04,18416.16,16819.92,15742.8
20190308,15255.36,15020.64,14886,14979.6,14896.08,15798.24,17236.8,18786.24,22504.32,25899.12,26329.68,25727.76,23599.44,24112.08,23838.48,23360.4,23310,23064.48,21165.12,20072.16,19064.88,17791.2,16334.64,15348.24
20190309,14842.08,14801.76,14797.44,14762.88,14655.6,15136.56,15487.2,15636.96,16236.72,17353.44,17637.84,17760.24,17345.52,17603.28,17672.4,17545.68,17436.24,17171.28,17116.56,16918.56,16758,16346.88,15326.64,14643.36
20190310,14367.6,14222.88,14070.24,14061.6,13960.8,14251.68,14404.32,14194.08,14562.72,15168.96,15375.6,15660,15563.52,15714.72,16153.2,16470,16829.28,16717.68,16271.28,16680.24,16457.76,16038.72,15337.44,14878.08
20190311,14660.64,14447.52,14217.84,14254.56,14338.8,14952.96,16482.96,18270.72,22458.96,26431.2,27385.92,27798.48,25551.36,26982,26838,26695.44,26644.32,25999.2,23415.12,22093.2,20677.68,18755.28,17043.84,15930
20190312,15347.52,15074.64,14983.92,14790.24,14878.08,15734.16,16756.56,18434.16,22755.6,27083.52,28502.64,29154.24,27485.28,28555.92,28620,28778.4,28022.4,26948.16,23962.32,22872.96,21663.36,20061.36,18085.68,16799.76
20190313,16059.6,15824.16,15582.96,15634.8,15539.04,16436.88,17845.92,19486.08,23484.24,28751.04,29728.08,29238.48,26866.08,28051.92,28053.36,27815.76,27149.04,26781.84,24135.84,23114.16,21689.28,19941.12,18029.52,16706.88
20190314,15972.48,15775.92,15557.76,15651.36,15662.88,16323.84,17586,19766.16,23759.28,27779.76,28556.64,28083.6,26087.04,27162,27306.72,27569.52,26964,26114.4,23194.8,22087.44,20648.16,19085.04,17269.92,16226.64
20190315,15693.84,15357.6,15084,15194.16,15462,16212.96,17536.32,19054.08,22358.16,25795.44,26512.56,26514,25169.04,26593.92,25740,25276.32,25750.8,25583.76,22677.12,21325.68,20080.08,18579.6,16863.84,15933.6
20190316,15418.08,15127.92,15032.88,14940,14945.76,15416.64,15634.8,15572.16,16542,17768.16,18318.96,18592.56,18179.28,18334.08,18661.68,18756.72,18990,18808.56,18182.16,17989.2,17602.56,17169.84,16245.36,15579.36
20190317,15209.28,15076.08,14955.12,14958,14814,15039.36,15346.08,15206.4,15701.04,15792.48,15639.12,15922.08,15762.24,16349.76,16702.56,17066.88,17359.92,17531.28,17503.92,17789.76,17596.08,17233.92,16265.52,15665.76
20190318,15207.84,15078.24,14996.88,14960.16,15040.08,15925.68,17241.84,19192.32,23425.92,27481.68,27815.76,27205.92,24559.92,25436.16,25027.92,25012.08,24953.04,24590.16,22673.52,21683.52,20620.08,18981.36,17266.32,15981.84
20190319,15318.72,14985.36,14859.36,14811.84,14875.2,15583.68,16758.72,18355.68,21946.32,25450.56,25927.92,25707.6,23863.68,24119.28,23706,23423.76,23390.64,23062.32,21473.28,20486.16,19479.6,18056.88,16656.48,15542.64
20190320,15005.52,14690.16,14662.08,14512.32,14453.28,15163.92,16161.12,17808.48,21327.12,24853.68,25595.28,25467.12,23695.92,24394.32,24477.84,24765.84,24413.04,23760.72,21597.84,20250.72,19437.84,18046.08,16539.12,15447.6
20190321,15008.4,14739.12,14523.12,14492.16,14658.48,15251.04,16138.8,17386.56,20998.8,24884.64,26261.28,25965.36,24176.88,24674.4,24125.76,24143.04,24175.44,23703.12,22124.88,21345.12,20044.8,18925.92,17460,16643.52
20190322,15883.2,15448.32,15343.2,11033.28,11007.36,2918.16,12126.24,9590.4,22652.64,26084.88,26804.16,26547.12,24577.92,24989.76,24642.72,24604.56,23810.4,23282.64,21724.56,20450.88,19170.72,17848.8,16531.92,15667.2
20190323,15178.32,15042.96,15000.48,13628.88,6726.24,15272.64,15550.56,15387.84,15916.32,16932.24,18067.68,18963.36,19116.72,19026.72,19018.08,18496.08,18918.72,18241.92,18070.56,17895.6,17426.88,16961.76,16110.72,15474.24
20190324,15183.36,15073.2,14981.76,14862.24,14907.6,15024.96,15302.88,15000.48,15160.32,15454.8,15649.2,15910.56,15801.12,16196.4,16519.68,16873.2,17198.64,17402.4,17434.08,17643.6,17334.72,17022.96,16344,15690.96
20190325,15146.64,14795.28,14778.72,14763.6,14633.28,15306.48,16825.68,18506.88,22885.92,27176.4,27788.4,27326.88,25957.44,26613.36,26815.68,26467.2,25769.52,24858,22832.64,21882.24,20525.76,18884.88,17366.4,15963.12
20190326,15334.56,14990.4,14741.28,14692.32,14782.32,15466.32,16575.12,18147.6,21643.92,25120.08,25600.32,25169.76,22991.76,23620.32,23121.36,22999.68,22912.56,22333.68,20834.64,19998,19107.36,17974.8,16686.72,15326.64
20190327,14767.92,14604.48,14513.04,14299.92,14448.96,15081.12,16050.24,17413.2,20620.8,23551.2,24250.32,23896.08,22314.24,23150.16,23042.88,23075.28,22940.64,22466.16,20788.56,17850.96,18470.16,17382.24,16329.6,15378.48
20190328,14659.92,14438.16,13020.48,14084.64,14263.2,15157.44,14628.96,17318.88,20532.96,23672.16,24275.52,23569.92,22092.48,22410,22337.28,22294.08,22286.88,21802.32,20392.56,19536.48,18465.84,17580.24,16283.52,15395.76
20190329,14785.2,14494.32,14324.4,14227.92,14229.36,15028.56,16067.52,17403.12,20140.56,22749.12,17278.56,22497.84,17375.76,21680.64,21632.4,21280.32,21194.64,20787.84,19369.44,18404.64,17452.8,16432.56,15354.72,14644.8
20190330,14274,14019.84,13958.64,13836.24,13906.08,14152.32,14472.72,14541.84,15528.96,15116.4,17408.88,17332.56,17916.48,16605.36,18072,16383.6,18125.28,17773.92,17409.6,15643.44,15261.84,16225.2,15426.72,14818.32
20190331,14311.44,14193.36,14117.04,14091.12,14063.04,14276.88,14608.08,14299.92,14837.04,15261.12,15775.2,16389.36,15029.28,16952.4,14464.8,17372.16,17117.28,17185.68,17233.92,17341.2,17143.92,16760.88,16032.96,15438.24
20190401,14927.04,14832.72,14718.24,14591.52,14606.64,15420.24,15356.16,18427.68,21867.12,26279.28,27538.56,27627.12,25541.28,26443.44,26159.04,23443.92,25447.68,25288.56,23217.12,22072.32,20913.12,19465.92,17967.6,16572.24
20190402,15942.96,15701.76,15532.56,15248.88,14014.08,16056.72,17260.56,18717.84,21485.52,25790.4,26601.12,26507.52,24477.12,22900.32,24743.52,24549.12,24403.68,23731.92,22131.36,21398.4,20476.08,17295.84,17354.16,16240.32
20190403,15636.24,15376.32,13605.84,14906.16,14952.96,15942.24,17172.72,16859.52,21658.32,24992.64,23867.28,25381.44,23580,24232.32,24189.84,23733.36,23428.08,23070.24,21519.36,20594.88,19648.08,18364.32,17093.52,15989.04
20190404,15333.84,15091.2,14927.04,14822.64,14880.24,15647.76,16824.96,17944.56,20990.88,24392.88,23159.52,20352.96,22862.88,23582.16,23268.24,20921.04,22989.6,22349.52,20727.36,19982.16,18941.04,18105.12,16695.36,15546.24
20190405,15091.2,14965.2,14764.32,14569.2,13422.24,12891.6,12457.44,17481.6,20092.32,23038.56,23552.64,22817.52,21445.92,22055.04,21755.52,21654.72,21434.4,20879.28,19311.84,16902.72,17764.56,16662.24,15666.48,14791.68
20190406,14331.6,14074.56,12639.6,11391.84,13968.72,12848.4,14551.92,14450.4,15114.96,16045.92,16857.36,16783.92,17154,14294.88,17588.88,17593.92,17409.6,17070.48,16503.84,16349.04,16061.76,15380.64,14950.08,14309.28
20190407,14101.2,13961.52,12507.12,13726.8,13775.76,13921.92,14310,13857.84,14044.32,14374.8,12983.76,14099.76,14221.44,14468.4,14661.36,13556.88,15105.6,15174,15149.52,15480.72,14050.08,15284.88,14883.12,14320.08
20190408,11550.24,13934.88,13780.08,13753.44,12664.8,14448.24,15498.72,13804.56,19537.92,22911.84,23521.68,23116.32,22348.08,22507.2,22274.64,22205.52,21892.32,21437.28,20447.28,19802.88,15264,17390.16,16242.48,15167.52
20190409,14537.52,14340.96,14168.88,13876.56,13810.32,13163.04,15492.96,16829.28,18039.6,23194.08,22446.72,24524.64,23875.2,24429.6,24218.64,24263.28,23927.76,23328,21877.92,20534.4,19318.32,17981.28,16816.32,15828.48
20190410,15288.48,14901.12,14747.76,14598.72,14528.88,15194.88,16238.16,17578.8,20917.44,24878.88,26602.56,27087.12,26165.52,26459.28,26099.28,25606.8,24768.72,24167.52,21890.16,20660.4,19312.56,17958.96,16642.08,15574.32
20190411,14968.8,14651.28,14610.96,14362.56,14496.48,15358.32,16202.88,17263.44,20311.92,23044.32,23703.12,23100.48,21604.32,22160.88,22664.16,23143.68,22356,19773.36,20188.8,19355.04,18407.52,17392.32,16236.72,15297.12
20190412,14698.08,13152.96,14338.08,14338.8,12989.52,15018.48,15886.8,13857.84,15630.48,18245.52,22552.56,21977.28,16142.4,14909.76,14828.4,17516.16,20733.12,20450.88,18823.68,17978.4,16882.56,16035.84,15284.88,14610.96
20190413,12810.24,12585.6,13782.96,10902.24,12697.2,13872.24,14160.24,14098.32,13323.6,15112.08,15303.6,14168.16,15135.12,15247.44,15343.2,15562.8,14258.88,15454.8,14015.52,12569.04,15197.04,15037.2,14528.16,13068.72
20190414,12848.4,13625.28,13410.72,13296.24,12020.4,13484.88,13818.24,13690.8,14096.88,14734.8,15195.6,15057.36,14852.88,12234.24,15237.36,15408,15431.04,15389.28,13988.16,15490.8,15474.24,12920.4,14790.24,14473.44
20190415,14269.68,13976.64,13887.36,13740.48,13673.52,14436.72,15544.08,14075.28,19452.96,22121.28,21741.12,21803.76,21360.96,22182.48,21831.12,21491.28,21517.2,21285.36,19878.48,19090.8,18052.56,17001.36,15908.4,14981.04
20190416,14454.72,14173.2,13903.92,13829.76,13811.76,14356.08,15495.84,16246.08,18186.48,20221.92,20874.24,20969.28,20495.52,21093.12,21031.92,20922.48,20680.56,20337.12,19043.28,18537.84,17501.04,16532.64,15417.36,14649.12
20190417,14168.16,13962.24,13726.8,13755.6,13726.8,14156.64,14688.72,16030.8,17395.92,19503.36,19980.72,20095.2,19919.52,20264.4,20268,20430.72,20054.16,19749.6,18666.72,18182.16,17420.4,16260.48,15224.4,14456.16
20190418,14081.04,13854.24,13588.56,13491.36,13592.16,13876.56,14449.68,15449.04,17110.08,19557.36,20714.4,21373.2,21219.12,20985.12,21463.2,21525.84,21230.64,20828.88,19352.88,18514.08,17461.44,16551.36,15603.84,14779.44
20190419,14328.72,13992.48,13826.16,13721.04,13772.88,14170.32,14765.04,15585.84,17362.8,19349.28,20378.88,20648.88,20340.72,20260.08,20084.4,19766.88,19611.36,19344.96,18035.28,17375.76,16667.28,15894,14965.2,14235.84
20190420,13740.48,13591.44,13411.44,13329.36,13431.6,13406.4,13432.32,13682.88,14112,14513.04,14848.56,14901.84,15060.24,15204.96,15143.76,15408.72,15658.56,15415.92,15284.16,15261.12,14921.28,14487.12,14181.12,13885.92
20190421,13623.84,13349.52,13396.32,13316.4,13196.88,13114.08,13104.72,13325.04,13643.28,13975.92,14145.12,14317.92,14384.88,14528.88,14793.12,14670,14825.52,14850.72,14945.76,15073.2,14857.92,14675.76,14338.8,13895.28
20190422,13638.24,13635.36,13498.56,13453.92,13431.6,13854.96,14581.44,15292.8,16694.64,18760.32,19414.8,19487.52,19551.6,20206.08,20059.2,20134.8,20028.24,20004.48,18874.08,18087.84,17200.8,16324.56,15356.88,14446.8
20190423,14011.92,13759.92,13644.72,13565.52,13559.76,13849.92,14418,15251.76,16817.04,18956.88,19662.48,19946.88,20301.84,21016.8,21006,21062.16,21207.6,20528.64,19347.12,18450,17503.2,16581.6,15547.68,14708.16
20190424,14231.52,13988.16,13911.12,13754.88,13811.76,14234.4,14814.72,15634.8,17197.2,19262.88,20062.08,20302.56,20201.76,20930.4,21179.52,21067.2,21187.44,20836.08,19504.8,18734.4,17935.2,16797.6,15768.72,14842.8
20190425,14345.28,14180.4,14050.8,13857.12,13988.88,14237.28,14718.96,15678,17164.8,19037.52,19748.88,20250.72,20219.04,21105.36,21152.88,21052.8,20718,20097.36,19077.84,18142.56,17162.64,16278.48,15474.96,14706.72
20190426,14084.64,13813.92,13780.08,13632.48,13782.96,14097.6,14662.08,15530.4,17321.76,19389.6,20498.4,20951.28,21007.44,21331.44,21440.16,21043.44,20820.96,19951.92,18650.16,17616.24,16635.6,15834.96,14963.76,14192.64
20190427,14045.04,13755.6,13546.8,13554.72,13385.52,13278.24,13449.6,13713.12,13867.2,14174.64,14471.28,14634.72,14834.16,14772.24,14940,15238.08,15558.48,15346.08,15357.6,15233.76,14968.8,14669.28,14095.44,13746.24
20190428,13482.72,13223.52,13249.44,13068,13064.4,12957.84,12980.88,13169.52,13227.84,13575.6,13604.4,13352.4,13793.76,14564.88,14154.48,14731.2,14967.36,14762.16,14822.64,14861.52,14695.92,14575.68,14167.44,13676.4
20190429,13559.76,13312.08,13138.56,13123.44,13116.24,13523.04,14147.28,15189.84,16842.24,19150.56,20318.4,20773.44,20945.52,22008.24,21895.92,21834,21539.52,20625.12,19038.96,18240.48,17413.92,16570.08,15489.36,14488.56
20190430,13998.24,13722.48,13643.28,13559.04,13564.8,13730.4,14428.08,15238.08,16937.28,19008.72,19704.24,19971.36,19881.36,20460.96,20369.52,20318.4,20401.92,19901.52,18690.48,18144,17240.4,16290,15369.84,14353.92
20190501,13862.88,13698,13402.8,13236.48,13302.72,13525.2,14072.4,14824.08,15823.44,17288.64,17921.52,18476.64,18483.84,18887.76,19087.2,19041.12,18778.32,18872.64,18187.92,17591.76,16819.92,16005.6,15066.72,14222.88
20190502,13808.88,13523.04,13373.28,13290.48,13282.56,13538.88,14119.92,15024.24,16215.12,17911.44,19043.28,19326.24,19295.28,20007.36,20041.92,19980,19910.88,19604.16,18608.4,17773.92,16882.56,16014.96,15071.76,14182.56
20190503,13780.08,13501.44,13379.04,13226.4,13259.52,13528.8,14090.4,14712.48,16058.16,17736.48,18543.6,18896.4,18834.48,19571.76,19830.24,19856.16,19579.68,19138.32,17738.64,17053.2,16323.84,15493.68,14639.04,13699.44
20190504,13343.76,13260.24,13191.12,13136.4,12979.44,12838.32,12840.48,12997.44,13341.6,13777.2,14076.72,14348.16,14618.88,15149.52,15451.92,15397.2,15551.28,15289.92,15016.32,15055.92,14765.04,14507.28,14027.04,13517.28
20190505,13248.72,13063.68,13011.84,12882.96,12774.24,12648.24,12697.92,12823.92,12759.12,12980.16,13070.88,13196.16,13443.12,13620.96,13816.08,14128.56,14379.12,14312.16,14317.92,14371.2,14265.36,14219.28,13928.4,13461.12
20190506,13114.8,13034.88,12849.12,12851.28,12766.32,12548.16,12504.24,12585.6,12677.04,13064.4,13386.24,13640.4,13893.84,14176.8,14402.16,14542.56,14873.04,14978.16,14967.36,15008.4,14803.92,14579.28,13993.2,13559.76
20190507,13242.24,13115.52,13076.64,12898.8,12929.76,13244.4,13738.32,14559.12,15985.44,18032.4,18942.48,19206.72,19097.28,19887.12,19907.28,20233.44,20184.48,19918.08,18915.84,18002.16,17234.64,16215.84,15183.36,14426.64
20190508,13718.16,13525.2,13411.44,13317.12,13348.8,13401.36,13882.32,14721.84,16133.04,17862.48,18910.8,19549.44,19428.48,20407.68,20417.04,20274.48,20348.64,20167.2,18850.32,17933.04,16999.2,16165.44,15094.08,14217.84
20190509,13703.04,13523.76,13384.8,13335.84,13263.84,13412.16,13782.24,14732.64,16047.36,17934.48,19066.32,19155.6,19098,20072.88,20243.52,20244.96,20154.24,19839.6,18589.68,17794.8,17138.16,16169.04,15166.8,14277.6
20190510,13830.48,13620.96,13508.64,13405.68,13294.08,13464.72,13816.8,14678.64,15899.04,17650.8,18518.4,18733.68,18977.04,19965.6,20262.24,20527.2,20208.96,19838.16,18449.28,17422.56,16575.12,15693.84,14934.24,14022
20190511,13629.6,13444.56,13340.88,13315.68,13139.28,13038.48,13021.2,13162.32,13597.92,14258.88,14563.44,14883.12,15341.04,15693.84,15923.52,16012.8,16048.08,15950.16,15717.6,15499.44,15169.68,14785.92,14242.32,13803.84
20190512,13486.32,13404.24,13280.4,13217.04,13073.04,12923.28,12956.4,13019.76,13036.32,13211.28,13528.8,13749.84,14398.56,14724,14850.72,15192,15350.4,15448.32,15260.4,15046.56,15039.36,14744.88,14392.8,13905.36
20190513,13656.96,13494.24,13350.24,13278.24,13317.12,13470.48,14015.52,14799.6,16392.96,18754.56,19842.48,20179.44,20237.04,21066.48,21310.56,21229.2,21246.48,20338.56,19329.84,18516.24,17590.32,16913.52,15901.2,14659.2
20190514,14029.2,13833.36,13634.64,13497.84,13578.48,13833.36,14194.8,15048.72,16464.24,18480.96,19507.68,19977.84,20351.52,21218.4,21352.32,21522.24,21449.52,21369.6,20082.96,18781.2,17834.4,16850.88,15711.12,14857.2
20190515,14283.36,14106.24,13927.68,13816.8,13746.24,13821.84,14237.28,15009.12,16800.48,19020.96,19832.4,20297.52,20475.36,21355.2,21814.56,22101.84,22022.64,21625.2,20165.04,18982.8,18030.24,16873.2,15843.6,14889.6
20190516,14350.32,14145.84,13914,13818.96,13807.44,13955.76,14536.08,15274.08,16930.8,19293.12,20610.72,21021.12,21445.2,22381.2,22768.56,23366.88,23117.76,22450.32,21214.08,19991.52,18602.64,17424,16099.92,14976.72
20190517,14616,14279.04,14035.68,13800.24,13860.72,13986.72,14346,15532.56,16996.32,19317.6,20764.8,21424.32,21739.68,22766.4,22977.36,22806.72,22674.96,22154.4,20521.44,19212.48,17987.76,16850.16,15793.92,14977.44
20190518,14592.96,14390.64,14104.08,13944.96,13839.12,13671.36,13902.48,14209.92,14916.96,15357.6,16210.08,16411.68,16904.88,17117.28,17369.28,17552.16,17606.88,17142.48,16770.24,16313.04,15888.24,15575.04,14894.64,14338.8
